Ticket Number,Ticket_Date,Invoice_Number,Product_Code_Extracted,Batch_Code,Distributor_Code,Distributor_Name,DC,Current_Status,VTA_VTR_Match_Status,Reconciliation_Remarks
601713-20260417-115552,2026-04-17,1099846171,,,601713,Tadikonda Koteswara Rao &Company,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601713-20260417-175142,2026-04-17,1099845033,,,601713,Tadikonda Koteswara Rao &Company,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601713-20260203-174155,2026-02-03,974809296,,,601713,Tadikonda Koteswara Rao &Company,C749,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601713-20260203-174719,2026-02-03,,,,601713,Tadikonda Koteswara Rao &Company,C749,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5651903-20260413-120424,2026-04-13,974820250,"12609874, 12497672, 12625864","60660451DA, 60490453L1, 60460453A1",5651903,Thangam Dhalls,C749,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6077583-20260415-175013,2026-04-15,974820980,12359021,60310452VA,6077583,Umakanth Enterprise,C749,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7099587-20260618-131607,2026-06-18,938433119,14199858,61520454P1,7099587,United Distributors,B929,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7099587-20260501-132500,2026-05-01,938424973,12612446; 12612451,,7099587,United Distributors,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7099587-20260414-125322,2026-04-14,,,,7099587,United Distributors,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6952263-20260617-164126,2026-06-17,1365366432,,,6952263,United Enterprises,7793,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6952263-20260610-133215,2026-06-10,1365365905; 1365365907,13737115; 13627651,,6952263,United Enterprises,7793,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7265306-20260404-132700,2026-04-04,938410982,,52900454UF; 5307045783,7265306,V Enterprises,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7265306-20260205-140432,2026-02-05,938404257,,,7265306,V Enterprises,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601743-20260619-124253,2026-06-19,,13797726; 60172814; 12586404; 60400455,,601743,V S R Marketing Agency,B929,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601743-20260619-130444,2026-06-19,,12623517; 61382814,,601743,V S R Marketing Agency,B929,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601743-20260619-130641,2026-06-19,,12623518; 61359939,MISSMATCH,601743,V S R Marketing Agency,B929,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601743-20260619-130916,2026-06-19,,12571560; 61450455,,601743,V S R Marketing Agency,B929,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601743-20260619-131056,2026-06-19,,12623517; 61382814,,601743,V S R Marketing Agency,B929,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601743-20260619-131232,2026-06-19,,12956336; 61330454,,601743,V S R Marketing Agency,B929,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601743-20260618-114901,2026-06-18,,12619132; 61100451,,601743,V S R Marketing Agency,B929,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601743-20260618-115120,2026-06-18,,12595279; 60330455,,601743,V S R Marketing Agency,B929,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601743-20260618-115341,2026-06-18,,12559605; 61142814,,601743,V S R Marketing Agency,B929,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601743-20260618-115624,2026-06-18,,12559238; 60772814; 12589871; 61030455,,601743,V S R Marketing Agency,B929,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601743-20260314-115857,2026-03-14,,12579448; 60560453,,601743,V S R Marketing Agency,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601743-20260314-120254,2026-03-14,,12591613; 41680452; 12630049; 60350451; 13679901; 60340452,,601743,V S R Marketing Agency,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601743-20260302-121712,2026-03-02,,12595301; 60060455,,601743,V S R Marketing Agency,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601743-20260302-122059,2026-03-02,,12559238; 52602814; 13700494; 60400452,,601743,V S R Marketing Agency,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601743-20260302-122300,2026-03-02,,13463319; 53640452,,601743,V S R Marketing Agency,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601743-20260302-122441,2026-03-02,,12630049; 52200451,,601743,V S R Marketing Agency,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601738-20260609-132746,2026-06-09,,12571560,,601738,V.G.Rajamani Agencies (P) LTD,B744,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601738-20260525-150914,2026-05-25,959181710,14503951,61260455KB,601738,V.G.Rajamani Agencies (P) LTD,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601738-20260428-122807,2026-04-28,959176859,12614453,61050454X1,601738,V.G.Rajamani Agencies (P) LTD,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601738-20260428-123350,2026-04-28,959176722,14176172; 12567336,60161530MB; 60621530MA,601738,V.G.Rajamani Agencies (P) LTD,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601738-20260424-130545,2026-04-24,959176144,12595301; 12601761,60970455HB; 60810451FA,601738,V.G.Rajamani Agencies (P) LTD,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601738-20260421-164659,2026-04-21,959175164,12726758,53590452LA,601738,V.G.Rajamani Agencies (P) LTD,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601738-20260416-154130,2026-04-16,959173974,13678304,60732814BA,601738,V.G.Rajamani Agencies (P) LTD,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601738-20260416-154426,2026-04-16,959173974,12569960,52890455KA,601738,V.G.Rajamani Agencies (P) LTD,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601738-20260416-154635,2026-04-16,959173972,12614824,609304517A,601738,V.G.Rajamani Agencies (P) LTD,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601738-20260410-142912,2026-04-10,959172232,12426635,60790451DK; 52760451DK,601738,V.G.Rajamani Agencies (P) LTD,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601738-20260404-133316,2026-04-04,959172130,12426635,60430451DK; 52760451DK,601738,V.G.Rajamani Agencies (P) LTD,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601738-20260306-140037,2026-03-06,959164855,12296327,52931530EA,601738,V.G.Rajamani Agencies (P) LTD,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601738-20260218-185719,2026-02-18,959161380,12606106,53240452DA,601738,V.G.Rajamani Agencies (P) LTD,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601738-20260212-194509,2026-02-12,959160053,12606197; 13680087,53400452DA; 60309939CA,601738,V.G.Rajamani Agencies (P) LTD,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601738-20260122-153131,2026-01-22,959155443,12606782,52010452CA,601738,V.G.Rajamani Agencies (P) LTD,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601738-20260119-165259,2026-01-19,959154405,12606782,51090452CC,601738,V.G.Rajamani Agencies (P) LTD,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601738-20260109-112903,2026-01-09,959152968,12621020; 12630273,52190455KB; 52070455KA,601738,V.G.Rajamani Agencies (P) LTD,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601738-20260107-155833,2026-01-07,959151518,13776790; 13942550,53440454F1; 53511519VA,601738,V.G.Rajamani Agencies (P) LTD,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601738-20260107-160355,2026-01-07,959152385,12589871,53480451PA,601738,V.G.Rajamani Agencies (P) LTD,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7319067-20260108-143332,2026-01-08,1099829988,13680087,53389939CA,7319067,Vaaraahi Traders,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
2583184-20260209-113542,2026-02-09,,12608640,52310452AAG,2583184,Varthini Marketing,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
2583184-20260120-123124,2026-01-20,,13680087,60069939CA,2583184,Varthini Marketing,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601760-20260312-215148,2026-03-12,959166258; 959166128,,,601760,Veerappa Chetty Agencies,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601760-20260122-183915,2026-01-22,959155315,,,601760,Veerappa Chetty Agencies,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601761-20260122-172851,2026-01-22,959155502,,,601761,Veerappa Chetty Agencies,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601764-20260623-122959,2026-06-23,1366100474,12426635,61340451DK,601764,Venkata Chalapathi Enterprises,D915,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6866880-20260213-140239,2026-02-13,,"12612451, 12617902, 12614453, 13632235, 14118476, 12625864, 13767984 ",,6866880,Venkateshwara Agencies,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601771-20260605-181716,2026-06-05,,,,601771,Vijay Enterprises,D915,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
1931284-20260410-105645,2026-04-10,1365802412,60392814,,1931284,Vijaya Enterprises,C963,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601773-20260604-165703,2026-06-04,,,,601773,Vijayalaxmi Agencies,D915,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601773-20260418-164238,2026-04-18,1099846285,"12595302, 12610096, 12610097, 12599497, 12601765, 12603852, 12610096,12622649  ",,601773,Vijayalaxmi Agencies,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
